word	when	label	sentences
clarity	2 During	General Negative Complaint	RT @jaketapper: Even more preposterous than "re-accommodate" is @United referring to the "involuntary de-boarding situation." https://t.co/TUQlAywBsX
Raleigh	2 During	General Negative Complaint	RT @MannyMua733: I will never fly @united again 👋🏻 what they did to that poor doctor is DISGUSTING. Im literally in shock... #unitedshouldbeover
Manchester	2 During	General Negative Complaint	This is insane @united https://t.co/mRFUCZAcee
Move	2 During	General Negative Complaint	RT @jonspaihts: @united "Re-accommodate!" You assaulted a paying customer	 knocked him out and dragged him off a plane.
goodbye	2 During	Not a Complaint	RT @DrForester: Meanwhile	 at the @united Flight Attendant training facility.... #united https://t.co/DlzqGAwog6
#Barcelona	2 During	Not a Complaint	RT @DrForester: Meanwhile	 at the @united Flight Attendant training facility.... #united https://t.co/DlzqGAwog6
bullies	2 During	General Negative Complaint	RT @juliamacfarlane: A passenger on that @United flight who watched as an Asian doctor was violently removed from his seat due to overbo…
@GAB0R123:	2 During	Not a Complaint	RT @juliamacfarlane: A passenger on that @United flight who watched as an Asian doctor was violently removed from his seat due to overbo…
Flipped	2 During	Not a Complaint	RT @JackedYoTweets: Damn @United Airlines really has the best flying options https://t.co/cdAhyvlf6z
corrected	2 During	High Intensity Complaint	RT @DrForester: Meanwhile	 at the @united Flight Attendant training facility.... #united https://t.co/DlzqGAwog6
color.	2 During	Low Intensity Complaint	RT @DrForester: Meanwhile	 at the @united Flight Attendant training facility.... #united https://t.co/DlzqGAwog6
Joy!	2 During	General Negative Complaint	Cancelled flight on @united rebooked on @Delta. @United has seen the last of my coins. #NeverAgain #United
Hire	2 During	High Intensity Complaint	Cancelled flight on @united rebooked on @Delta. @United has seen the last of my coins. #NeverAgain #United
#GlobalServices	2 During	General Negative Complaint	@united Trashy as always
@CTVStanfield's	2 During	High Intensity Complaint	@united Trashy as always
expires	2 During	General Negative Complaint	@united Hope you're sued for big $$$.
May.	2 During	General Negative Complaint	RT @FilmCow: I think @united needs a new PR team. https://t.co/I1MsGyLizx
@TravelGoC	2 During	High Intensity Complaint	RT @aerochris: when @united decides they overbooked mid flight @superdeluxe @AmyEarnhardt https://t.co/MD2V1neNLC
n…	2 During	High Intensity Complaint	@united way to drum up lifetime customers	 everyone loves to watch a good smack down #disgusting #neverflyunitedairlines
😍😍	2 During	Not a Complaint	RT @jonspaihts: @united A gentle suggestion: https://t.co/VhvFIc4QO3
#beingunited	2 During	High Intensity Complaint	@united @USAnonymous You looked for volunteers	 he didn't volunteer	 so you had him physically & violently removed? Won't be flying United any time soon...
responds	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
@BryanMMoore:	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
speaker	2 During	Not a Complaint	RT @CLG_PewPewU: When you're on your @united flight and the plane starts to fill up https://t.co/Y51L2TubDW
this…	2 During	General Negative Complaint	RT @griffinmcelroy: If your reaction to the @United video is “private companies can refuse service to anyone	” you legally should have to live in the sewers
2+	2 During	General Negative Complaint	@united Could your response be any lamer?
budget	2 During	High Intensity Complaint	RT @dam1an: Aerolínea @united obliga a un pasajero a salir del avión ya que el vuelo estaba sobrevendido #libertad #eeuu https://t.co/Es3fI7HQEX
#Buffalo	2 During	Not a Complaint	@NeilRetail @united "We are Negan" - Airlines	 United
#BUF	2 During	Not a Complaint	@united @thepointsguy did this guy buy the new 'basic economy' fare? https://t.co/2RaNpBEDJd
$188	2 During	General Negative Complaint	@united #Boycott #United until the CEO resigns. I can't believe what I saw...
MCO	2 During	General Negative Complaint	@united #Boycott #United until the CEO resigns. I can't believe what I saw...
Empty	2 During	General Negative Complaint	RT @FilmCow: I think @united needs a new PR team. https://t.co/I1MsGyLizx
maximize	2 During	High Intensity Complaint	RT @FilmCow: I think @united needs a new PR team. https://t.co/I1MsGyLizx
vuelos	2 During	General Negative Complaint	RT @MannyMua733: I will never fly @united again 👋🏻 what they did to that poor doctor is DISGUSTING. Im literally in shock... #unitedshouldbeover
#Venezuela	2 During	General Negative Complaint	@JohnTheCho @united IDIOT
2hrs.	2 During	Low Intensity Complaint	RT @Sean_Atkinss: So if I cancel my @united flight I have to pay a fee. If united boots me from a seat I paid for	 I get knocked out and dragged of the plane
promote	2 During	Not a Complaint	RT @DrForester: Meanwhile	 at the @united Flight Attendant training facility.... #united https://t.co/DlzqGAwog6
bribing	2 During	Not a Complaint	@oliverkamyszew @united Yeeeeeesh that's rough
Refused	2 During	High Intensity Complaint	That video of the @united passenger is hard to watch. Crazy stuff.
too;	2 During	General Negative Complaint	RT @SofieDenied: It would have cost @united less to send this guy on a private jet than it will be to settle his lawsuit.…
"upgrade	2 During	High Intensity Complaint	RT @UbuHanabusa: ユナイテッド航空 @united が #flight3411 にてオーバーブッキング、その場でランダムに乗客を選び力ずくで引きずり降ろした。アジア人男性の乗客が不当に降ろされる瞬間の動画が拡散し、大きな反発が起きている。男性は抗議…
seat."	2 During	High Intensity Complaint	RT @leahmcelrath: This is assault. Assault. Brought to you by @united	 the airline who thinks 10 year old girls in leggings aren't p…
#likethatmatters	2 During	General Negative Complaint	@D1270 @katie_blaze @united Look fancy and accentuate your caucasity	 I guess?
#unfriendlyskies	2 During	General Negative Complaint	RT @invisibleman_17: #flight3411 If u purchase a @united airline ticket	 u are automatically entered into their raffle to become a victi…
#southwestisbetter	2 During	High Intensity Complaint	RT @AstroKatie: It should be a basic tenet of civil life that a corporation is not allowed to physically assault you over a financial concern. @united
Monday	2 During	High Intensity Complaint	RT @Pornhub: . @united You are literally the most disgusting	 unbelievable	 and despicable people in the world	 and im a fucking porn site.
Thursday	2 During	General Negative Complaint	RT @kaylyn_davis: #flythefriendlyskies @united no words. This poor man!! https://t.co/rn0rbeckwT
race!	2 During	Not a Complaint	RT @ShooterMcGavin_: BREAKING: @United announces new slogan https://t.co/a6CG1iGRm2
Christie's	2 During	High Intensity Complaint	RT @United_PRTeam: We here at @united recommend you listen to our @POTUS https://t.co/am3sRDfHPn
Port	2 During	High Intensity Complaint	Hey @united	 I have flown 100s of thousands of miles on your airline and I will never fly again. My wallet follows me. #boycottunited
Authority	2 During	General Negative Complaint	RT @k23kelly: @Reflog_18 @united How @united asks for volunteers on an overbooked flight https://t.co/YX8TtJ8zsb
blackmailed	2 During	Not a Complaint	RT @LeeMcVeigh: After today's controversy @united have announced a new way of getting passengers to give up their seats https://t.co/eX5SiL0UKP
expenses	2 During	High Intensity Complaint	RT @charlesarthur: Wow. And now read this thread: love to see @united stock overnight. This is a snowballing disaster. https://t.co/1vODaQ519e
@RIOgaleao:	2 During	General Negative Complaint	Hey @united ! I hope you're proud of your customer satisfaction rate over the last 24 hours. Shame on you for your behavior! https://t.co/NGkrbQsXYf
Tecnologia	2 During	General Negative Complaint	Someone call @united to get Glasnow off the mound
ponta	2 During	High Intensity Complaint	RT @MarkWaldron: Never flying @united again! Shame on you	 and shame on the police that assaulted that passenger! #United #ChicagoPD #assault
conectando	2 During	High Intensity Complaint	RT @aerochris: when @united decides they overbooked mid flight @superdeluxe @AmyEarnhardt https://t.co/MD2V1neNLC
pessoas!	2 During	Not a Complaint	RT @julianjaxxxon: Clip of my rant about @united airlines flight #flight3411 don't know how to post more than 30 sec but yea.. https://t.co/5mWa1z9Cms
moderno	2 During	High Intensity Complaint	RT @poohland2: “@Bigstones66: #boycottunited @united unforgivable! https://t.co/BNDubP6bIa” #BoycottUnitedAirlines
787	2 During	General Negative Complaint	@CronkiteSays @united THIS IS THE TRUTH WITH @united AND ALL AIRLINES !
Dreamliner	2 During	Low Intensity Complaint	RT @altflyunited: United Airlines Training Video Leaked To Press. #United #UnitedAirlines @United #ual https://t.co/6iNNqd0eJa
liga	2 During	Not a Complaint	RT @altflyunited: United Airlines Training Video Leaked To Press. #United #UnitedAirlines @United #ual https://t.co/6iNNqd0eJa
Rio	2 During	High Intensity Complaint	RT @nycjim: It’s going to take a long time for @United to erase this image from customers’ minds. https://t.co/QzmZgbFQAp https://t.co/h9gu6IYS3o
Janeiro	2 During	General Negative Complaint	@united Never fly @united.
0430	2 During	Low Intensity Complaint	RT @ostomybagswag: A Guy Got Dragged Off an Overbooked United Flight for Refusing to Give Up His Seat https://t.co/xR1xKiFPUR via @VICE @united #fuckyou#beotch
waking	2 During	Not a Complaint	RT @tturntjdb: @AFC_AG22 @briiiiaaannaa @83MichaelJ @fox5dc @JayseDavid @united @Delta @VirginAmerica @JetBlue they kicked of to g…
DLH:SAV	2 During	Not a Complaint	RT @ava: A thoughtful thread on the @United travesty that's worth your next two minutes. 👇🏾 https://t.co/STnwyR877H
challenging.	2 During	General Negative Complaint	RT @jonspaihts: @united A measure of the harm inflicted by disrupting people's travel plans: no one here felt $800 came close to making them whole.
Feeling	2 During	Not a Complaint	RT @united: United CEO response to United Express Flight 3411. https://t.co/rF5gNIvVd0
#MileagePlus	2 During	Low Intensity Complaint	RT @ChuckWendig: An astonishingly nasty move for @united — "We screwed up and overbooked flight	 so oh hey there's a guy	 let's beat him and drag him off."
reduce	2 During	Low Intensity Complaint	RT @kumailn: So @united sucks. But the Chicago police who dragged the man off the flight are also monsters. Police using unnecessary force	 again.
useless	2 During	Not a Complaint	RT @kaylyn_davis: #flythefriendlyskies my husband was on that flight. Screw you United!! @united https://t.co/4EcxrMy5jZ
handle?	2 During	General Negative Complaint	@united Too little too late. It is more than disgraceful and dehumanizing. Putting your hands on anyone is unacceptable much less dragging them.
Guide	2 During	Not a Complaint	RT @JayseDavid: @United overbook #flight3411 and decided to force random passengers off the plane. Here's how they did it: https://t.co/QfefM8X2cW
PerksPlus	2 During	General Negative Complaint	Whoa! @united So	 not cool! Y'all attacking passengers on a flight you overbooked? #horrible #neveragainunited #badbusiness #ShameonUnited
#business	2 During	Not a Complaint	RT @SportsPlusShow: @united @DavidSimpsonTV What is the meaning behind "Refused to Volunteer" Are you forced to give up your seat no ma…
#corporate	2 During	Not a Complaint	RT @MediaLiarz: United Airlines be like "Fly or Die" @united https://t.co/7QRFD7wxIT
